url_length,domain_length,path_length,num_dots,num_hyphens,num_subdomains,has_https,has_ip,has_at_symbol,num_special_chars,digits_in_domain,suspicious_tld,has_login,has_verify,has_secure,has_account,has_update,has_query,label
88,43,11,4,2,4,0,0,0,5,0,1,1,0,1,0,0,1,1
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
33,14,12,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
86,37,15,2,0,2,0,0,0,5,0,1,0,0,1,1,0,1,1
100,49,17,4,2,4,0,0,0,5,0,1,0,1,0,0,0,1,1
33,13,13,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
29,13,8,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
91,42,15,5,0,5,0,0,0,5,0,0,1,1,0,1,0,1,1
33,17,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
37,15,15,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
34,10,8,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
89,40,14,3,2,3,1,0,0,5,0,0,0,1,0,0,0,1,1
55,32,15,4,0,4,1,0,0,1,0,1,0,0,1,0,0,0,1
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
34,13,14,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
34,17,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
51,29,15,2,2,2,0,0,0,1,0,1,0,1,0,1,0,0,1
29,17,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
41,20,5,3,0,3,1,0,0,3,0,0,0,0,0,0,0,1,0
34,17,1,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
63,42,14,5,0,5,0,0,0,1,0,0,0,1,0,0,0,0,1
98,49,14,6,0,6,1,0,0,5,0,0,1,1,1,0,1,1,1
28,11,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
28,14,6,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0
54,32,15,4,0,4,0,0,0,1,0,1,1,0,0,1,0,0,1
22,10,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
35,21,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
65,43,15,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1
25,11,6,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
53,30,15,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1
34,15,12,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
25,13,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
66,43,15,1,3,1,1,0,0,1,0,1,0,1,0,1,0,0,1
50,27,15,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1
62,43,12,5,0,5,0,0,0,1,0,1,0,0,0,0,1,0,1
68,48,13,6,0,6,0,0,0,1,0,1,1,0,1,0,1,0,1
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
68,47,14,5,0,5,0,0,0,1,0,1,0,1,1,0,1,0,1
89,39,15,1,3,1,1,0,0,5,0,1,0,1,0,1,0,1,1
102,53,15,7,0,7,0,0,0,5,0,1,0,0,0,0,0,1,1
83,35,13,4,0,4,1,0,0,5,0,1,1,0,1,0,0,1,1
84,33,17,4,0,4,0,0,0,5,0,1,0,0,0,0,0,1,1
51,33,11,2,2,2,0,0,0,1,0,1,1,0,0,0,0,0,1
27,15,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
35,13,15,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
30,13,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
30,13,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
35,15,13,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
27,14,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
41,17,8,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
38,14,17,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
30,10,13,3,0,3,0,1,0,1,7,0,1,0,0,0,0,0,1
28,14,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
33,19,6,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
27,10,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
87,38,15,3,2,3,0,0,0,5,0,1,0,0,0,1,0,1,1
26,9,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
51,32,12,4,0,4,0,0,0,1,0,1,1,0,0,0,1,0,1
36,14,15,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
26,13,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
32,13,4,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
87,38,15,1,0,1,0,0,0,5,0,0,0,0,0,1,0,1,1
21,12,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
36,15,14,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
28,11,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
40,19,5,3,0,3,1,0,0,3,0,0,0,0,0,0,0,1,0
32,16,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
39,17,6,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
26,13,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
36,13,16,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
22,9,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
64,44,12,3,2,3,1,0,0,1,0,1,1,0,0,0,1,0,1
26,13,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
35,14,14,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
22,9,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
69,47,15,4,2,4,0,0,0,1,0,1,0,0,0,1,0,0,1
20,6,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
32,15,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
35,14,5,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
33,11,6,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
33,13,13,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
78,33,11,4,0,4,0,0,0,5,0,1,1,0,0,0,1,1,1
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0
36,15,5,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
30,17,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
23,6,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
75,25,15,1,2,1,1,0,0,5,0,0,0,1,0,1,0,1,1
30,16,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
34,11,16,3,0,3,0,1,0,1,8,0,1,0,0,0,0,0,1
42,15,20,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
51,27,17,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1
37,13,8,2,0,2,1,0,0,3,0,0,0,0,0,1,0,1,0
37,21,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
34,21,5,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
33,13,13,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
29,16,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
27,14,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
33,12,14,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
58,39,12,4,2,4,0,0,0,1,0,1,0,0,1,0,1,0,1
23,10,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
71,48,15,3,2,3,1,0,0,1,0,1,0,0,0,1,0,0,1
86,41,11,4,2,4,0,0,0,5,0,1,1,0,0,0,0,1,1
31,22,1,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
61,37,17,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1
41,14,20,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
85,36,14,1,3,1,1,0,0,5,0,1,0,0,1,1,1,1,1
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
32,15,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
28,12,8,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
77,28,15,2,0,2,0,0,0,5,0,0,0,0,0,0,0,1,1
35,14,5,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
27,13,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
18,9,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
28,11,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
37,13,17,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
57,36,14,5,0,5,0,0,0,1,0,1,0,1,0,0,0,0,1
63,41,15,4,2,4,0,0,0,1,0,1,0,0,1,1,0,0,1
32,11,14,3,0,3,0,1,0,1,8,0,1,0,0,0,0,0,1
95,45,15,5,0,5,1,0,0,5,0,1,0,1,0,1,0,1,1
30,13,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
58,40,11,4,2,4,0,0,0,1,0,1,1,1,0,0,0,0,1
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0
38,18,5,3,0,3,1,0,0,3,0,0,0,0,0,0,0,1,0
74,25,15,1,2,1,0,0,0,5,0,0,1,0,0,0,0,1,1
80,31,14,1,3,1,1,0,0,5,0,1,1,0,1,0,1,1,1
68,46,14,6,0,6,1,0,0,1,0,1,1,1,1,0,0,0,1
82,33,14,1,2,1,1,0,0,5,0,1,0,0,0,1,0,1,1
35,13,15,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
57,32,17,1,3,1,1,0,0,1,0,0,1,0,0,1,0,0,1
37,14,16,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
67,48,12,5,0,5,0,0,0,1,0,1,0,0,0,1,1,0,1
41,21,4,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
64,42,15,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1
34,17,9,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
26,9,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
55,34,14,4,0,4,0,0,0,1,0,1,1,0,0,1,0,0,1
93,43,15,3,2,3,1,0,0,5,0,1,0,1,0,1,0,1,1
35,11,8,2,0,2,1,0,0,3,0,0,0,0,0,1,0,1,0
60,38,15,4,2,4,0,0,0,1,0,1,0,1,0,0,0,0,1
25,9,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
35,13,6,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
95,50,11,6,0,6,0,0,0,5,0,1,1,0,0,0,1,1,1
28,15,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
23,10,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
34,14,13,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
40,16,8,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
67,44,15,3,2,3,1,0,0,1,0,1,0,1,1,1,0,0,1
56,37,11,4,0,4,1,0,0,1,0,1,1,1,0,0,0,0,1
79,31,14,1,3,1,0,0,0,5,0,0,0,0,0,0,0,1,1
27,13,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
37,21,8,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
92,42,15,3,2,3,1,0,0,5,0,1,0,1,0,1,1,1,1
80,30,15,4,0,4,1,0,0,5,0,1,0,1,0,1,0,1,1
21,9,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
37,21,1,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
101,51,15,6,0,6,1,0,0,5,0,1,0,1,0,1,0,1,1
28,15,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
28,15,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
29,13,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
26,13,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
80,30,15,3,0,3,1,0,0,5,0,1,0,1,1,1,0,1,1
22,6,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
31,7,8,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
23,14,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
37,13,17,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
39,15,17,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
25,9,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
99,51,13,6,0,6,1,0,0,5,0,1,1,0,1,1,0,1,1
61,39,15,5,0,5,0,0,0,1,0,0,0,1,0,1,0,0,1
36,14,15,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
83,37,12,5,0,5,0,0,0,5,0,1,0,0,1,0,1,1,1
22,9,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
29,12,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
71,51,13,4,2,4,0,0,0,1,0,1,1,0,1,1,0,0,1
47,25,14,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
74,28,12,1,2,1,0,0,0,5,0,1,1,0,0,1,1,1,1
34,21,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
31,17,6,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
87,40,13,5,0,5,0,0,0,5,0,1,1,0,1,0,0,1,1
58,36,15,2,0,2,0,0,0,1,0,1,0,1,0,0,0,0,1
25,11,6,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
94,45,15,6,0,6,0,0,0,5,0,1,0,1,1,1,0,1,1
100,50,15,6,0,6,1,0,0,5,0,1,0,1,0,1,1,1,1
80,34,11,5,0,5,1,0,0,5,0,1,1,1,0,0,0,1,1
24,10,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
36,13,16,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
48,26,15,2,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1
67,45,14,6,0,6,1,0,0,1,0,0,1,0,0,0,0,0,1
35,14,14,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
97,50,13,7,0,7,0,0,0,5,0,1,1,1,1,1,1,1,1
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
32,15,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
26,10,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
30,9,5,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
56,34,15,3,2,3,0,0,0,1,0,1,1,0,0,0,0,0,1
29,13,8,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0
41,17,8,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
63,41,15,6,0,6,0,0,0,1,0,1,0,0,0,0,1,0,1
33,12,14,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
25,9,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
29,15,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
46,25,14,1,2,1,0,0,0,1,0,1,0,0,0,0,1,0,1
67,47,12,5,0,5,1,0,0,1,0,1,0,0,0,0,1,0,1
34,10,8,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
26,10,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
76,56,12,6,0,6,1,0,0,1,0,1,1,0,1,0,1,0,1
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
92,42,15,6,0,6,1,0,0,5,0,1,0,0,0,0,1,1,1
33,13,13,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
25,11,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
28,15,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
23,11,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
82,37,11,2,3,2,0,0,0,5,0,0,1,1,0,0,0,1,1
84,34,15,3,2,3,1,0,0,5,0,0,1,0,1,0,0,1,1
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
33,14,12,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
91,42,15,3,2,3,0,0,0,5,0,1,0,0,0,0,1,1,1
60,38,14,1,3,1,1,0,0,1,0,1,0,0,0,0,0,0,1
27,14,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
23,10,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
65,43,15,4,2,4,0,0,0,1,0,0,0,0,0,1,1,0,1
28,11,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
55,35,13,5,0,5,0,0,0,1,0,1,1,0,1,1,0,0,1
66,44,15,5,0,5,0,0,0,1,0,1,0,1,0,1,0,0,1
32,18,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
99,50,15,4,2,4,0,0,0,5,0,1,0,1,0,1,0,1,1
35,15,13,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
64,42,15,5,0,5,0,0,0,1,0,1,0,0,0,0,0,0,1
36,13,16,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
69,47,15,6,0,6,0,0,0,1,0,1,0,1,0,1,1,0,1
31,17,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
69,45,17,4,2,4,0,0,0,1,0,1,0,0,0,0,0,0,1
26,9,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
23,10,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
39,15,8,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
59,36,15,3,2,3,1,0,0,1,0,0,1,0,0,1,1,0,1
60,37,15,1,3,1,1,0,0,1,0,0,0,1,0,1,1,0,1
72,54,11,4,2,4,0,0,0,1,0,1,1,0,0,0,0,0,1
32,12,13,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
34,11,16,3,0,3,0,1,0,1,8,0,1,0,0,0,0,0,1
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
54,32,15,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
35,12,16,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
22,9,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
21,9,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
33,14,12,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
22,9,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
31,14,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
51,28,15,3,0,3,1,0,0,1,0,1,0,1,0,0,0,0,1
28,15,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
33,14,12,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
31,17,6,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
68,48,13,6,0,6,0,0,0,1,0,1,1,0,1,1,0,0,1
24,10,6,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
97,47,15,6,0,6,1,0,0,5,0,1,0,0,0,1,1,1,1
33,14,12,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
64,46,11,5,0,5,0,0,0,1,0,1,1,0,0,1,0,0,1
58,36,15,5,0,5,0,0,0,1,0,1,0,1,0,1,1,0,1
28,15,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
36,13,16,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
57,34,15,3,0,3,1,0,0,1,0,0,0,1,0,1,0,0,1
29,16,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
22,9,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
50,30,13,4,0,4,0,0,0,1,0,1,1,0,1,0,0,0,1
68,45,15,3,2,3,1,0,0,1,0,1,0,1,0,1,0,0,1
83,36,12,3,2,3,1,0,0,5,0,1,0,0,0,1,1,1,1
76,52,17,6,0,6,0,0,0,1,0,1,0,0,0,1,0,0,1
37,21,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
37,15,15,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
61,39,15,5,0,5,0,0,0,1,0,1,0,1,0,1,0,0,1
18,6,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
29,13,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
78,33,11,5,0,5,0,0,0,5,0,1,1,0,0,0,1,1,1
101,52,15,6,0,6,0,0,0,5,0,0,1,0,0,0,0,1,1
29,17,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
98,49,15,3,2,3,0,0,0,5,0,1,0,0,0,0,0,1,1
91,45,12,6,0,6,0,0,0,5,0,1,0,0,0,1,1,1,1
84,34,15,3,0,3,1,0,0,5,0,1,0,0,0,0,0,1,1
36,16,5,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
53,32,14,3,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1
80,30,15,1,2,1,1,0,0,5,0,1,0,0,0,1,0,1,1
84,37,12,5,0,5,1,0,0,5,0,1,0,1,0,0,1,1,1
58,35,15,4,0,4,1,0,0,1,0,1,0,0,0,1,1,0,1
34,21,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
25,12,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
31,9,6,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
64,44,13,3,2,3,0,0,0,1,0,1,1,0,1,0,0,0,1
23,10,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
25,13,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
54,32,15,4,0,4,0,0,0,1,0,0,1,0,0,0,0,0,1
40,13,20,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
80,33,13,4,0,4,0,0,0,5,0,1,1,0,1,0,0,1,1
63,41,15,3,2,3,0,0,0,1,0,1,0,0,0,0,0,0,1
32,19,5,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
36,13,16,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
60,36,17,4,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1
61,39,15,2,3,2,0,0,0,1,0,1,0,1,0,1,1,0,1
99,48,17,4,2,4,0,0,0,5,0,1,0,0,0,1,0,1,1
27,13,6,3,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0
34,14,13,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
49,27,15,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1
55,32,15,3,2,3,1,0,0,1,0,0,1,0,1,0,0,0,1
35,14,14,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
65,43,15,3,2,3,0,0,0,1,0,0,0,0,1,0,0,0,1
35,18,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
64,40,17,5,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1
28,14,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
33,13,13,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
43,23,13,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1
72,27,11,3,0,3,0,0,0,5,0,1,1,0,0,1,0,1,1
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
89,43,11,6,0,6,1,0,0,5,0,1,1,0,0,0,1,1,1
55,33,15,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1
29,12,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
22,9,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
38,15,16,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
49,29,12,4,0,4,1,0,0,1,0,1,0,1,0,0,1,0,1
60,38,15,2,0,2,0,0,0,1,0,1,0,1,0,1,0,0,1
90,41,15,6,0,6,0,0,0,5,0,1,0,0,0,0,1,1,1
27,11,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
27,15,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
34,13,14,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
23,9,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
36,11,9,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
33,17,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
23,9,6,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
36,15,14,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
57,35,15,4,0,4,0,0,0,1,0,0,0,1,0,1,0,0,1
61,41,13,4,2,4,0,0,0,1,0,1,1,0,1,0,0,0,1
40,13,20,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
60,39,14,3,2,3,0,0,0,1,0,1,1,0,0,0,0,0,1
20,6,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
24,15,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
34,14,13,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
41,17,8,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
28,15,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
58,35,15,3,2,3,1,0,0,1,0,0,0,1,0,0,0,0,1
72,50,15,3,2,3,0,0,0,1,0,1,0,0,0,0,0,0,1
74,51,15,3,2,3,1,0,0,1,0,1,0,0,0,0,0,0,1
90,44,12,3,2,3,0,0,0,5,0,1,0,0,0,0,1,1,1
32,11,5,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
34,22,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
27,10,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
52,33,12,1,3,1,0,0,0,1,0,1,0,0,0,0,1,0,1
81,35,11,3,2,3,1,0,0,5,0,1,1,0,0,0,0,1,1
71,49,15,6,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1
70,47,15,6,0,6,1,0,0,1,0,1,0,1,1,1,0,0,1
59,38,14,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
26,10,8,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0
73,49,17,4,2,4,0,0,0,1,0,1,0,0,0,0,0,0,1
21,8,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
26,13,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
76,53,15,3,2,3,1,0,0,1,0,1,0,0,0,1,0,0,1
76,26,15,3,0,3,1,0,0,5,0,1,1,0,0,1,0,1,1
56,34,14,4,0,4,1,0,0,1,0,1,0,0,1,1,1,0,1
23,11,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
36,14,15,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
32,15,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
